parcel_id,initial_diameter_um,time_ms,diameter_um,T_K,p_Pa,rho_kg_m3,O2_fraction,C7H16_fraction,vel_mag_m_s,distance_from_inlet_m,radial_distance_m,evaporation_time_ms,emissions_proxy,diameter_fraction
8.0,10,2.0,9.750018030837426,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,19254.606896871916,0.9750018030837426
8.0,10,3.0,9.62259203138543,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,18754.606896871916,0.9622592031385431
8.0,10,4.0,9.493455809309372,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,18254.606896871916,0.9493455809309372
8.0,10,5.0,9.36253859827223,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,17754.606896871916,0.9362538598272231
8.0,10,6.0,9.22976461265209,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,17254.606896871916,0.922976461265209
8.0,10,7.0,9.095052534526246,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,16754.606896871916,0.9095052534526247
8.0,10,8.0,8.958314931203285,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,16254.606896871916,0.8958314931203285
8.0,10,9.0,8.819457591453526,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,15754.606896871916,0.8819457591453526
8.0,10,10.0,8.678378766121854,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004653153748215439,-0.0025000000000000005,0.03,40.50921379374383,15254.606896871916,0.8678378766121855
9.0,10,0.0,10.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,20254.989672396427,1.0
9.0,10,1.0,9.87580237001248,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,19754.989672396427,0.987580237001248
9.0,10,2.0,9.750022815516289,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,19254.989672396427,0.9750022815516288
9.0,10,3.0,9.622599303443552,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,18754.989672396427,0.9622599303443552
9.0,10,4.0,9.49346563727791,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,18254.989672396427,0.9493465637277909
9.0,10,5.0,9.36255105501276,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,17754.989672396427,0.936255105501276
9.0,10,6.0,9.229779775772805,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,17254.989672396427,0.9229779775772805
9.0,10,7.0,9.095070486852139,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,16754.989672396427,0.9095070486852139
9.0,10,8.0,8.958335761309291,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,16254.989672396427,0.8958335761309291
9.0,10,9.0,8.819481394271266,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,15754.989672396427,0.8819481394271266
9.0,10,10.0,8.678405643633,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00042751090428115254,-0.0025000000000000005,0.046097722286464436,40.50997934479285,15254.989672396427,0.8678405643633
10.0,10,0.0,10.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,20254.556394212243,1.0
10.0,10,1.0,9.875799696515253,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,19754.556394212243,0.9875799696515253
10.0,10,2.0,9.750017399542505,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,19254.556394212243,0.9750017399542505
10.0,10,3.0,9.622591071903264,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,18754.556394212243,0.9622591071903264
10.0,10,4.0,9.493454512597783,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,18254.556394212243,0.9493454512597783
10.0,10,5.0,9.362536954717669,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,17754.556394212243,0.9362536954717668
10.0,10,6.0,9.229762612014722,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,17254.556394212243,0.9229762612014722
10.0,10,7.0,9.095050165877902,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,16754.556394212243,0.9095050165877903
10.0,10,8.0,8.958312182857128,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,16254.556394212244,0.8958312182857128
10.0,10,9.0,8.81945445088398,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,15754.556394212244,0.8819454450883979
10.0,10,10.0,8.678375219873132,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.0004703033299779481,-0.0025000000000000005,0.04527692569068708,40.50911278842449,15254.556394212244,0.8678375219873132
11.0,10,0.0,10.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,20254.55630007965,1.0
11.0,10,1.0,9.875799695934406,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,19754.55630007965,0.9875799695934406
11.0,10,2.0,9.750017398365822,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,19254.55630007965,0.9750017398365822
11.0,10,3.0,9.622591070114867,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,18754.55630007965,0.9622591070114866
11.0,10,4.0,9.493454510180818,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,18254.55630007965,0.9493454510180819
11.0,10,5.0,9.362536951654217,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,17754.55630007965,0.9362536951654217
11.0,10,6.0,9.229762608285697,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,17254.55630007965,0.9229762608285697
11.0,10,7.0,9.095050161462934,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,16754.55630007965,0.9095050161462934
11.0,10,8.0,8.958312177734435,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,16254.556300079648,0.8958312177734434
11.0,10,9.0,8.819454445030214,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,15754.556300079648,0.8819454445030214
11.0,10,10.0,8.678375213263214,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00047031262711844064,-0.0025000000000000005,0.045,40.5091126001593,15254.556300079648,0.8678375213263214
12.0,10,0.0,10.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00028694520708539753,-0.0025000000000000005,0.0608276253029822,40.512826093107456,20256.413046553727,1.0
12.0,10,1.0,9.875811151982122,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00028694520708539753,-0.0025000000000000005,0.0608276253029822,40.512826093107456,19756.413046553727,0.9875811151982121
12.0,10,2.0,9.750040606029746,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00028694520708539753,-0.0025000000000000005,0.0608276253029822,40.512826093107456,19256.413046553727,0.9750040606029746
12.0,10,3.0,9.6226263425763,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00028694520708539753,-0.0025000000000000005,0.0608276253029822,40.512826093107456,18756.413046553727,0.96226263425763
12.0,10,4.0,9.493502179831097,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00028694520708539753,-0.0025000000000000005,0.0608276253029822,40.512826093107456,18256.413046553727,0.9493502179831097
12.0,10,5.0,9.362597371887368,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.00028694520708539753,-0.0025000000000000005,0.0608276253029822,40.512826093107456,17756.413046553727,0.9362597371887368
